Column1;Column2;Column3;Column4;Column5;Column6
OVO002045;Gemeente Denderleeuw;Lokale overheid;Denderleeuw;Gemeente;http://data.lblod.info/id/bestuurseenheden/856cbc8af3fbe7390d43420e249c288596e87fbc069c601751d5c5fcd52c543b
OVO002046;Stad Dendermonde;Lokale overheid;Dendermonde;Gemeente;http://data.lblod.info/id/bestuurseenheden/a605a770e69d0af2d501614a41b446c76328d2f32165be238458468fbd5f8b88
OVO002047;Gemeente Dentergem;Lokale overheid;Dentergem;Gemeente;http://data.lblod.info/id/bestuurseenheden/985774e5593009ffa08804ffad482f0dee8490f1cdfde072116cd60e4528892e
OVO002048;Gemeente Dessel;Lokale overheid;Dessel;Gemeente;http://data.lblod.info/id/bestuurseenheden/b40be11d4f04a2e0fff76e8feae92471963c063e2d65a68210dab2707ac62726
OVO002049;Gemeente Destelbergen;Lokale overheid;Destelbergen;Gemeente;http://data.lblod.info/id/bestuurseenheden/b80c00718ab23cc3676202e24a5ec9a92823d38ca970c0fd4ff6e3754b721d36
OVO002050;Gemeente Diepenbeek;Lokale overheid;Diepenbeek;Gemeente;http://data.lblod.info/id/bestuurseenheden/d8f7f1849303f3bd250d476ee5b44456d42b4d2f79f8f72b0be754484cb5fda4
OVO002051;Stad Diest;Lokale overheid;Diest;Gemeente;http://data.lblod.info/id/bestuurseenheden/b4ff2bb483e5a18fed7b115a2da7af8447e1a3bec4283fb5cf480810608a1e76
OVO002052;Stad Diksmuide;Lokale overheid;Diksmuide;Gemeente;http://data.lblod.info/id/bestuurseenheden/a863212dae496f3c67044c214843841e636f373fb1c97a46fef3ef82d77ac925
OVO002053;Gemeente Dilbeek;Lokale overheid;Dilbeek;Gemeente;http://data.lblod.info/id/bestuurseenheden/4968b47120d51c329a12c6bd6742ab220cbef8f6720da3ad8e6a499150a1168d
OVO002054;Stad Dilsen-Stokkem;Lokale overheid;Dilsen-Stokkem;Gemeente;http://data.lblod.info/id/bestuurseenheden/dcacdef6115b1c15bbaf8559ad4fbc3b694a12af37c178ac54227a630d2ead34
OVO002055;Gemeente Drogenbos;Lokale overheid;Drogenbos;Gemeente;http://data.lblod.info/id/bestuurseenheden/4c1ddb45485a5dc672a57e8347318cf5d60a16fc2e527ad055d3f69654e11b5a
OVO002056;Gemeente Duffel;Lokale overheid;Duffel;Gemeente;http://data.lblod.info/id/bestuurseenheden/c42e0bde83126aaa67ed2c4b3ff5f5b42ae5023075e707c85369345195c79a43
OVO002057;Gemeente Edegem;Lokale overheid;Edegem;Gemeente;http://data.lblod.info/id/bestuurseenheden/b456cda7fa9b2b176adb216e5598aeeb60ff19753a5a08ade6ffd32e9a0ead89
OVO002058;Stad Eeklo;Lokale overheid;Eeklo;Gemeente;http://data.lblod.info/id/bestuurseenheden/8745182191882c1185893960aecc2ed4f91825d7a5ea2e62e9f2d7acca082a5e
OVO002059;Gemeente Erpe-Mere;Lokale overheid;Erpe-Mere;Gemeente;http://data.lblod.info/id/bestuurseenheden/d9267014daa2764a9edd3b176678b56f57474ffe162363795690e5c684c6eab1
OVO002060;Gemeente Essen;Lokale overheid;Essen;Gemeente;http://data.lblod.info/id/bestuurseenheden/b4277a54dbd53cd3928c139c916eb58b03c7196c97c8d30f21b52200cb5156b9
OVO002061;Gemeente Evergem;Lokale overheid;Evergem;Gemeente;http://data.lblod.info/id/bestuurseenheden/23d04e951dabc6c108803eac7e8faf08c639ba6984d1cda170f09fbd8a511855
OVO002062;Gemeente Galmaarden;Lokale overheid;Galmaarden;Gemeente;http://data.lblod.info/id/bestuurseenheden/00eb231f51bd6b4f5dcc6536b2d09a174ea8583f5bf28b10bc4fc769a07e511d
OVO002063;Gemeente Gavere;Lokale overheid;Gavere;Gemeente;http://data.lblod.info/id/bestuurseenheden/393a7495daffabe3dabd5d341673287cedc58485c3c8bc273cbd058e735dfee2
OVO002064;Stad Geel;Lokale overheid;Geel;Gemeente;http://data.lblod.info/id/bestuurseenheden/764278b3ceac360476b418c108d1b022b6e0cc8fb676f3f6b6b9faf78a2375ba
OVO002065;Gemeente Geetbets;Lokale overheid;Geetbets;Gemeente;http://data.lblod.info/id/bestuurseenheden/243e6582a03e891c3a30a3e5db7552c83e703a609f82e1c5db8844a7ad1c8924
OVO002066;Stad Genk;Lokale overheid;Genk;Gemeente;http://data.lblod.info/id/bestuurseenheden/09f5b10fbd078fcb1e0e4910d32e47146a5eb31d8138dcbaec798309e64dd059
OVO002067;Stad Gent;Lokale overheid;Gent;Gemeente;http://data.lblod.info/id/bestuurseenheden/353234a365664e581db5c2f7cc07add2534b47b8e1ab87c821fc6e6365e6bef5
OVO002068;Stad Geraardsbergen;Lokale overheid;Geraardsbergen;Gemeente;http://data.lblod.info/id/bestuurseenheden/71e6c6f58d20f6db457245a70394f2d63f601a32f8ccbc7e443e98f8d06b0b0e
OVO002069;Gemeente Gingelom;Lokale overheid;Gingelom;Gemeente;http://data.lblod.info/id/bestuurseenheden/1d2b18c49b345b619afdaaae22a13bf31156ef06417399fd59bbc321f15d228b
OVO002070;Stad Gistel;Lokale overheid;Gistel;Gemeente;http://data.lblod.info/id/bestuurseenheden/5efa0b9c06f5b70b071e539047bd847dff555b9ce51c1b86b263018a610f5820
OVO002071;Gemeente Glabbeek;Lokale overheid;Glabbeek;Gemeente;http://data.lblod.info/id/bestuurseenheden/bc50bb1ff28814ab2441a22fe111d895742098d8a61d7f648efbd9ffd48446ed
OVO002072;Gemeente Gooik;Lokale overheid;Gooik;Gemeente;http://data.lblod.info/id/bestuurseenheden/c69192b973a3ca11531b9657b3ee20aa6688fa33ea1ef1392310fec751980ab2
OVO002073;Gemeente Grimbergen;Lokale overheid;Grimbergen;Gemeente;http://data.lblod.info/id/bestuurseenheden/25c9ed309395f3dafc25ae14e5fd515a729f260eda74fa2ab8b3cb02adb85c84
OVO002074;Gemeente Grobbendonk;Lokale overheid;Grobbendonk;Gemeente;http://data.lblod.info/id/bestuurseenheden/f4641f7ba21f1a575993f1b523fb581af12269164006abeab121886037ac0cad
OVO002075;Gemeente Haacht;Lokale overheid;Haacht;Gemeente;http://data.lblod.info/id/bestuurseenheden/2ad0d123f4a81787572342c394a1917b81752f42d802d1e013941f56b53bdd2a
OVO002076;Gemeente Haaltert;Lokale overheid;Haaltert;Gemeente;http://data.lblod.info/id/bestuurseenheden/a4509bc9057f893f626626a7eadd0c713eea564c9c948efdafdfae9a1c153771
OVO002077;Gemeentebestuur van Halen;Lokale overheid;Halen;Gemeente;http://data.lblod.info/id/bestuurseenheden/4a617484e231a6bde8dc15060a02642cf1730faa9c0e1dce0b7e6e29985deb04
OVO002078;Stad Halle;Lokale overheid;Halle;Gemeente;http://data.lblod.info/id/bestuurseenheden/e84ba36959d82fc95bb17b25d2e70c135d8805737ba27bab572af670a2768338
OVO002079;Gemeente Tessenderlo-Ham;Lokale overheid;Tessenderlo-Ham;Gemeente;http://data.lblod.info/id/bestuurseenheden/05099fa1f6524b8b994d86f61549455d2c00b2a956d5308683ac2d1f810fc729
OVO002080;Gemeente Hamme (Vl.);Lokale overheid;Hamme;Gemeente;http://data.lblod.info/id/bestuurseenheden/290c4b53b407dcb12457bd32c9c33e521f9a43e8743a64b02294c72d114ec6b7
OVO002081;Stad Hamont-Achel;Lokale overheid;Hamont-Achel;Gemeente;http://data.lblod.info/id/bestuurseenheden/bcf3f79bcb96133312dbdc63dd157caabd3329358ed4440a03ce6d6fc6af09d2
OVO002082;Stad Harelbeke;Lokale overheid;Harelbeke;Gemeente;http://data.lblod.info/id/bestuurseenheden/6463c55877def582f642cb5b3b4a7eab60d8d8dd9779fc45d87e4c8aa5d9a07e
OVO002083;Stad Hasselt;Lokale overheid;Hasselt;Gemeente;http://data.lblod.info/id/bestuurseenheden/9db1b46874a57fe63c08fb5f16b117e6f61fdd98e7f64f745d0fceb9d3731169
OVO002084;Gemeente Hechtel-Eksel;Lokale overheid;Hechtel-Eksel;Gemeente;http://data.lblod.info/id/bestuurseenheden/9574bd4a68b1f9243f10b6e5e5c973f4e957c96cd15f57057d2966036fb1a7fd
OVO002085;Gemeente Heers;Lokale overheid;Heers;Gemeente;http://data.lblod.info/id/bestuurseenheden/c5b139c66d86282381b3eb0ae4da68252d6eaf974e310fa5d200601b7cb69070
OVO002086;Gemeente Heist-op-den-Berg;Lokale overheid;Heist-op-den-Berg;Gemeente;http://data.lblod.info/id/bestuurseenheden/763adc09114dd8d54a1c8bfabeaec5e5ce543d858c3dff057a1c39f9103249a0
OVO002087;Gemeente Hemiksem;Lokale overheid;Hemiksem;Gemeente;http://data.lblod.info/id/bestuurseenheden/e3293ebdd5233f4afc47124685940336937eb18f5692edb22fe8850cb38cc7b3
OVO002088;Gemeente Herent;Lokale overheid;Herent;Gemeente;http://data.lblod.info/id/bestuurseenheden/56423901b281897688074e6ce6811a6a33eec4070da7e22c4fae65050d7b712f
OVO002089;Stad Herentals;Lokale overheid;Herentals;Gemeente;http://data.lblod.info/id/bestuurseenheden/70b79f6678036bf05e970aa3885d1779f143d4eab63ecf339ea6263e7e76ad1d
OVO002090;Gemeente Herenthout;Lokale overheid;Herenthout;Gemeente;http://data.lblod.info/id/bestuurseenheden/8620c62b9e51d2275c98cb724ce4b6784b432db8e1e0376ac70cbda098ea0d0a
OVO002091;Stad Herk-de-Stad;Lokale overheid;Herk-de-Stad;Gemeente;http://data.lblod.info/id/bestuurseenheden/a9e63c13a602de3cc5463cc81eee0b8d80d14a1846d1deb82b3a2d4e7efc96af
OVO002092;Gemeente Herne;Lokale overheid;Herne;Gemeente;http://data.lblod.info/id/bestuurseenheden/3eb8c9fae32d02359dcd7b22e2a74e67a5b48388df31ad819c27c688fedd10b0
OVO002093;Gemeente Herselt;Lokale overheid;Herselt;Gemeente;http://data.lblod.info/id/bestuurseenheden/1b983548dc44e39bc920a7a8ec1901b692a664865d5fee5133ae96e7281eca6f
OVO002094;Gemeente Herstappe;Lokale overheid;Herstappe;Gemeente;http://data.lblod.info/id/bestuurseenheden/dfd76f1550853dc2b4bc8d763c7b378c8c8c81588dd4ba3e0ef05cfd0a456927
OVO002095;Gemeente Herzele;Lokale overheid;Herzele;Gemeente;http://data.lblod.info/id/bestuurseenheden/19a90656ebde5754d524ca8a17d06b857a6392b0b3db57dd24f899a1b71eda7d
OVO002096;Gemeente Heusden-Zolder;Lokale overheid;Heusden-Zolder;Gemeente;http://data.lblod.info/id/bestuurseenheden/2fb596ee22eb20999478e63cfb8f270ab00e4336e34442c031471293ca6f92e8
OVO002097;Gemeente Heuvelland;Lokale overheid;Heuvelland;Gemeente;http://data.lblod.info/id/bestuurseenheden/ca02bb76e04d7d3ac3282e39ec861a89f8a8c6c7e0d907373953fa8001c9c35b
OVO002098;Gemeente Hoegaarden;Lokale overheid;Hoegaarden;Gemeente;http://data.lblod.info/id/bestuurseenheden/42887f141929197c227828071ec7dec4cb5435794fedfc7fcf901648e0ea4742
OVO002099;Gemeente Hoeilaart;Lokale overheid;Hoeilaart;Gemeente;http://data.lblod.info/id/bestuurseenheden/3f2f378a666a52e74cb283fa75718e27d7f3adbf16ffcab02dac203a9f756721
OVO002100;Gemeente Hoeselt;Lokale overheid;Hoeselt;Gemeente;http://data.lblod.info/id/bestuurseenheden/a3bd0845853278f478f90b14436d3efa99e73249a84d462f0ddc2e5b6e37a156
OVO002101;Gemeente Holsbeek;Lokale overheid;Holsbeek;Gemeente;http://data.lblod.info/id/bestuurseenheden/0c2d775df43f87d2048eb26c322d1bc9423e0a3f0ee7ceefd2011cdb077f12df
OVO002102;Gemeente Hooglede;Lokale overheid;Hooglede;Gemeente;http://data.lblod.info/id/bestuurseenheden/d168033a9bac278fa744c425e078eeabd304397f953feaaf5327b4e039aecacb
OVO002103;Stad Hoogstraten;Lokale overheid;Hoogstraten;Gemeente;http://data.lblod.info/id/bestuurseenheden/61c1066c653e5450f2b0a25baeaf60a14a8df400fc421caca07014b0efb55c96
OVO002104;Gemeente Horebeke;Lokale overheid;Horebeke;Gemeente;http://data.lblod.info/id/bestuurseenheden/69af2347b1d0a9a39dbcf0ea4d94b9eaa15edb0c7d2dba56bbd9c39ab1c80e9f
OVO002105;Gemeente Houthalen-Helchteren;Lokale overheid;Houthalen-Helchteren;Gemeente;http://data.lblod.info/id/bestuurseenheden/d760812063231cc45ced3fa65a7cd54920329178c8df7e891aa12db442e6606a
OVO002106;Gemeente Houthulst;Lokale overheid;Houthulst;Gemeente;http://data.lblod.info/id/bestuurseenheden/5d6fcfda3248cb295893be604a9d3e31f0899b2daebb3bd3b30b371d098ee635
OVO002107;Gemeente Hove;Lokale overheid;Hove;Gemeente;http://data.lblod.info/id/bestuurseenheden/0916618d3560fe5a168ef536c25ffaddb15ef6ce43105d3ed20df38615803c77
OVO002108;Gemeente Huldenberg;Lokale overheid;Huldenberg;Gemeente;http://data.lblod.info/id/bestuurseenheden/003e84121111866af60611a59e13d4c478718f60472655936edec1e352a34c5f
OVO002109;Gemeente Hulshout;Lokale overheid;Hulshout;Gemeente;http://data.lblod.info/id/bestuurseenheden/5a7f00816df0382694760a86baf23bb6c72a7ab5de0eb7f6db8c38a24b9c9aba
OVO002110;Gemeente Ichtegem;Lokale overheid;Ichtegem;Gemeente;http://data.lblod.info/id/bestuurseenheden/6adc5e4321b234c5e026c9b785435c791733fe13655cb3dad402af6b73534516
OVO002111;Stad Ieper;Lokale overheid;Ieper;Gemeente;http://data.lblod.info/id/bestuurseenheden/3b6163727a5930106e631885999aa8e1dbd24eaf1931367b7f38123a89f14f10
OVO002112;Gemeente Ingelmunster;Lokale overheid;Ingelmunster;Gemeente;http://data.lblod.info/id/bestuurseenheden/2f980d9d54c35e0a61137da4eacfe4bef20246e18983449ce15dcd3d2a83f509
OVO002113;Stad Izegem;Lokale overheid;Izegem;Gemeente;http://data.lblod.info/id/bestuurseenheden/6a56d8c050b6c2a76912c5f6ec3859b939de6d990815f35403e5be41a7703a44
OVO002114;Gemeente Jabbeke;Lokale overheid;Jabbeke;Gemeente;http://data.lblod.info/id/bestuurseenheden/53eb88088ce2822bcef97df5f71154045e113b750c6b97b29793a29c4f0ac7b4
OVO002115;Gemeente Kalmthout;Lokale overheid;Kalmthout;Gemeente;http://data.lblod.info/id/bestuurseenheden/c7ff21a1a6c315ca5aec2b136ffcf0d9d285dd37a1d5b10d8d134bb714e8d774
OVO002116;Gemeente Kampenhout;Lokale overheid;Kampenhout;Gemeente;http://data.lblod.info/id/bestuurseenheden/5679c9292547a19a6186dfccb4047045f8a9c4d24435a6daf45226b3d675558f
OVO002117;Gemeente Kapellen;Lokale overheid;Kapellen;Gemeente;http://data.lblod.info/id/bestuurseenheden/7d457bc3985fbb70ba748c121043c89d498a3926e8c59ffdf9438c2896791248
OVO002118;Gemeente Kapelle-op-den-Bos;Lokale overheid;Kapelle-op-den-Bos;Gemeente;http://data.lblod.info/id/bestuurseenheden/8c1b2274fccbaac94935cb2ae499430bddc052c3982a425a77c454cb615dea2d
OVO002119;Gemeente Kaprijke;Lokale overheid;Kaprijke;Gemeente;http://data.lblod.info/id/bestuurseenheden/d3000e1841d968dd70d4534bf216699d830d146ccc1f88b902b0793caad9daf2
OVO002120;Gemeente Kasterlee;Lokale overheid;Kasterlee;Gemeente;http://data.lblod.info/id/bestuurseenheden/2d6f7aa09c55d347a56da51c583f762843fca5da4acd824ee2dede879a197a7a
OVO002121;Gemeente Keerbergen;Lokale overheid;Keerbergen;Gemeente;http://data.lblod.info/id/bestuurseenheden/44c5d81bf86b888159e3c2ee2cf3fd39e4afd58c73edc27245111c8a32bf5fa0
OVO002122;Gemeente Kinrooi;Lokale overheid;Kinrooi;Gemeente;http://data.lblod.info/id/bestuurseenheden/5ee75cb5b6f031391189ad0f6ce6fefbc35f7fbfe1e50b7ab57dcab25ccfa139
OVO002123;Gemeente Kluisbergen;Lokale overheid;Kluisbergen;Gemeente;http://data.lblod.info/id/bestuurseenheden/92fd2a12bdcc24f8e6ef34de765d54b3d7a0412b69c0877836cbe3098a5caf57
OVO002124;;Lokale overheid;Knesselare;Gemeente;http://data.lblod.info/id/bestuurseenheden/b85b33fb0ce57e2b332599d2aaafcab35a3560b709add3cec98e21dca6cdc210
OVO002125;Gemeente Knokke-Heist;Lokale overheid;Knokke-Heist;Gemeente;http://data.lblod.info/id/bestuurseenheden/6cec176758a515b339ebca3b863b8f2b7caf7da58d329ebceee830ab6518bd86
OVO002126;Gemeente Koekelare;Lokale overheid;Koekelare;Gemeente;http://data.lblod.info/id/bestuurseenheden/995409aaafd41e4ad476aafc658669c794b3bd993ace46f08fd799c4d1151ff3
OVO002127;Gemeente Koksijde;Lokale overheid;Koksijde;Gemeente;http://data.lblod.info/id/bestuurseenheden/0c4cf1788b1bf8838ed9c7fe9839e49a1120b2dd1d005a52bc4f718c25ca06fb
OVO002128;Gemeente Kontich;Lokale overheid;Kontich;Gemeente;http://data.lblod.info/id/bestuurseenheden/99a87e5fe755c1fbb0b7f5763c08e95561a02a358dd7dd0851d35496bec98203
OVO002129;Gemeente Kortemark;Lokale overheid;Kortemark;Gemeente;http://data.lblod.info/id/bestuurseenheden/64670f8facf973e783fc7dcf5bdb8db91d3460f1a54a262f113c2230b3685af7
OVO002130;Gemeente Kortenaken;Lokale overheid;Kortenaken;Gemeente;http://data.lblod.info/id/bestuurseenheden/c1c28cd9e31c25100374482b71b951d5be9b849454b1bd7e1a5158a589bda5de
OVO002131;Gemeente Kortenberg;Lokale overheid;Kortenberg;Gemeente;http://data.lblod.info/id/bestuurseenheden/e580b3ee33ff28d93f803e7f70cdb1d99bf6ae9d56b0f630fd7b6837adf8cd4c
OVO002132;;Lokale overheid;Kortessem;Gemeente;http://data.lblod.info/id/bestuurseenheden/f6b131de5e40a0dfd4fc93fedf3b95c9bf156ece718b87fe00469dea2564b3fb
OVO002133;Stad Kortrijk;Lokale overheid;Kortrijk;Gemeente;http://data.lblod.info/id/bestuurseenheden/8fd5ea9aeb61c45ec79986650bee55142b2f8a599d5d611dd578114216a58430
OVO002134;Gemeente Kraainem;Lokale overheid;Kraainem;Gemeente;http://data.lblod.info/id/bestuurseenheden/3b1e0143755729396654f651bfed689681274839c427f9598e930d816fb7a1c8
OVO002135;;Lokale overheid;Kruibeke;Gemeente;http://data.lblod.info/id/bestuurseenheden/6af55cecaea3621f53bb32417a36ed6e3d41b2aa5b9f6d62ab3d80cc8ec11539
OVO002136;;Lokale overheid;Kruishoutem;Gemeente;http://data.lblod.info/id/bestuurseenheden/db046b577b77c00cc82b51b1cdf14396364cbe1ebc0f4cfee09619bec9b0bd5e
OVO002137;Gemeente Kuurne;Lokale overheid;Kuurne;Gemeente;http://data.lblod.info/id/bestuurseenheden/3f1ec7f1afc4cc466bb3a7fe5bc43199bf600963ec3231e1480a23d103a438a7
OVO002138;Gemeente Laakdal;Lokale overheid;Laakdal;Gemeente;http://data.lblod.info/id/bestuurseenheden/4e6d15d5c7fd95c996087bb13cdee985f0b550256be745024d5facd1485df284
OVO002139;Gemeente Laarne;Lokale overheid;Laarne;Gemeente;http://data.lblod.info/id/bestuurseenheden/32ff6774dcd0547c842f7b065f7b1f9441fba0ea2b2586700a0426795787b2f5
OVO002140;Gemeente Lanaken;Lokale overheid;Lanaken;Gemeente;http://data.lblod.info/id/bestuurseenheden/bd2cfcb37561afe84b4f8b1894bf7e0f204b21931b6f9ae1d5dbbafcb6681c9b
OVO002141;Stad Landen;Lokale overheid;Landen;Gemeente;http://data.lblod.info/id/bestuurseenheden/b45815b052363cc4b1c89eeb8dd6ae4dbf8433883d314b4c1d88c96a8d912212
OVO002142;Gemeente Langemark-Poelkapelle;Lokale overheid;Langemark-Poelkapelle;Gemeente;http://data.lblod.info/id/bestuurseenheden/08e1b1e460bc9a9dfbd6570ab96a6b4813fbd4d9df2294dad86b11d9e4093d32
OVO002143;Gemeente Lebbeke;Lokale overheid;Lebbeke;Gemeente;http://data.lblod.info/id/bestuurseenheden/a277d61f41cf0025df3e51df800c9551a27c80e2515c32aabbbbbc2c818852eb
OVO002144;Gemeente Lede;Lokale overheid;Lede;Gemeente;http://data.lblod.info/id/bestuurseenheden/17e71437ad9e1abbfd416b7bcb1485c0e6e21ac4f65f2a1584eb0985e246b1c9
OVO002145;Gemeente Ledegem;Lokale overheid;Ledegem;Gemeente;http://data.lblod.info/id/bestuurseenheden/955a75560dd7c57fb9b882b0e92826ab06d77f1a4fc2722b4421389d47a247f3
OVO002146;Gemeente Lendelede;Lokale overheid;Lendelede;Gemeente;http://data.lblod.info/id/bestuurseenheden/d82b46992186c404b09e13b47502a8ab420c8f72316f1819847b1be44ba6314e
OVO002147;Gemeente Lennik;Lokale overheid;Lennik;Gemeente;http://data.lblod.info/id/bestuurseenheden/931a2bf4f5c461d8c3636b446fa642693d4535d865d3af068e87d25ddc93374e
OVO002148;Gemeente Leopoldsburg;Lokale overheid;Leopoldsburg;Gemeente;http://data.lblod.info/id/bestuurseenheden/72f67d3444ab98d389f85fa57939aad373269bfe15dd47aa6c1a9a24ce1a746b
OVO002149;Stad Leuven;Lokale overheid;Leuven;Gemeente;http://data.lblod.info/id/bestuurseenheden/c648ea5d12626ee3364a02debb223908a71e68f53d69a7a7136585b58a083e77
OVO002150;Gemeente Lichtervelde;Lokale overheid;Lichtervelde;Gemeente;http://data.lblod.info/id/bestuurseenheden/ccda2ffa758045bf3a9df27463b2a0bb12da6324f5f40ba7691e14932ebfa638
OVO002151;Gemeente Liedekerke;Lokale overheid;Liedekerke;Gemeente;http://data.lblod.info/id/bestuurseenheden/304af9edc6185856c8b005c8d33276581b84b2c90cb2a48a0584e3802b7a9813
OVO002152;Stad Lier;Lokale overheid;Lier;Gemeente;http://data.lblod.info/id/bestuurseenheden/319016d52cb54b416721b0c5fc74f211fdd4dd576d13a34aa9210759401dc7f2
OVO002153;Gemeente Lierde;Lokale overheid;Lierde;Gemeente;http://data.lblod.info/id/bestuurseenheden/02c739446ed9f2585fd96cb4c25743106462a589aa6d6f3e5feb088f025e6851
OVO002154;Gemeente Lille;Lokale overheid;Lille;Gemeente;http://data.lblod.info/id/bestuurseenheden/5db8cd4f01b90c3dfc31f5d2b5e931cfdd9116a779790ee55cb71cd314c5a4bb
OVO002155;Gemeente Linkebeek;Lokale overheid;Linkebeek;Gemeente;http://data.lblod.info/id/bestuurseenheden/7db7a009ab84e4d98e08ec4673b94605584f65ae5ed7a1d8decb23fb990ff73f
OVO002156;Gemeente Lint;Lokale overheid;Lint;Gemeente;http://data.lblod.info/id/bestuurseenheden/c6ce52f7a484e12c7f385f1116766fa9a8d1a1798e4e265a77a8881a2bda9b60
OVO002157;Gemeente Linter;Lokale overheid;Linter;Gemeente;http://data.lblod.info/id/bestuurseenheden/a71e8220eac329de3fca638aa1b8236309730ef15de41e7f84820d50b582a5ca
OVO002158;Gemeente Lochristi;Lokale overheid;Lochristi;Gemeente;http://data.lblod.info/id/bestuurseenheden/2ac1bb2a7d7bbd98e2e7a24be2c67e42171788a71c2436a33060626593bb2f78
OVO002159;Stad Lokeren;Lokale overheid;Lokeren;Gemeente;http://data.lblod.info/id/bestuurseenheden/cb2a6e0a490ee881ddd0d9ded7f2b3d1dc2df7e57a19d014caac054bfa355f5a
OVO002160;Stad Lommel;Lokale overheid;Lommel;Gemeente;http://data.lblod.info/id/bestuurseenheden/d8247b68bb62c768c36308fbd7203c58038e249b8363da29d223aa6cd97cf242
OVO002161;Gemeente Londerzeel;Lokale overheid;Londerzeel;Gemeente;http://data.lblod.info/id/bestuurseenheden/169b6bfa2d8ee340f266af26d1a6055182214082dca720b8817d3893692f3068
OVO002162;Stad Lo-Reninge;Lokale overheid;Lo-Reninge;Gemeente;http://data.lblod.info/id/bestuurseenheden/1086df7c6c150e427fc56e2239eed2b7e2d9d4a97abb24c00e951ec89f9bcbec
OVO002163;;Lokale overheid;Lovendegem;Gemeente;http://data.lblod.info/id/bestuurseenheden/1d43739442010a95b1910af237a4f6aa9a26ca6c9c83f646bad44a8181d407c7
OVO002164;Gemeente Lubbeek;Lokale overheid;Lubbeek;Gemeente;http://data.lblod.info/id/bestuurseenheden/bab5de8f12aa24ded31c67cc00b626705d1336a63f5711c1c70a8438daa6da1b
OVO002165;Gemeente Lummen;Lokale overheid;Lummen;Gemeente;http://data.lblod.info/id/bestuurseenheden/bfdf2304f758f547ffb7c7afd4e6358290778642104f73910eadb0fb103152fe
OVO002166;Gemeente Maarkedal;Lokale overheid;Maarkedal;Gemeente;http://data.lblod.info/id/bestuurseenheden/421187a1c73dac9514080c9eee61d018a1fb93977cf7aa96bff64f35dfd08961
OVO002167;Stad Maaseik;Lokale overheid;Maaseik;Gemeente;http://data.lblod.info/id/bestuurseenheden/7aa957d6377d45bf9e2a1dbaf7524d01b1999cf0cc5bc8c4f4a2380e13ef096e
OVO002168;Gemeente Maasmechelen;Lokale overheid;Maasmechelen;Gemeente;http://data.lblod.info/id/bestuurseenheden/a10d7dc2599e3ab6854fc83d1023224eda8cfbc62017d4a1a82bedef7a03b8e4
