Column1;Column2;Column3;Column4;Column5;Column6
OVO002789;;Lokale overheid;POLITIEZONE : GINGELOM - NIEUWERKERKEN - SINT-TRUIDEN;Politiezone;http://data.lblod.info/id/bestuurseenheden/11feae29e6178a2b58ac73bb639360d58248e3e438f2201f219b95b58c6b4ef4
OVO002790;;Lokale overheid;POLITIEZONE : HAMONT-ACHEL - NEERPELT - OVERPELT;Politiezone;http://data.lblod.info/id/bestuurseenheden/77801115dec7f63400134c21d897a41bddb775eb438d81b354ad18fb6d7ab956
OVO002791;;Lokale overheid;Politiezone van Lommel;Politiezone;http://data.lblod.info/id/bestuurseenheden/0b1af0370213e4b8ea5c3d5a2ccadcfce1149d092da47a3e447fe383050f9506
OVO002792;;Lokale overheid;POLITIEZONE : BOCHOLT - BREE - KINROOI - MEEUWEN-GRUITRODE;Politiezone;http://data.lblod.info/id/bestuurseenheden/9893dc25d4b91aef9e2ef6f712e0aac68cdf6f144dbed887c9500e6360df080d
OVO002793;;Lokale overheid;POLITIEZONE : HECHTEL-EKSEL - LEOPOLDSBURG - PEER;Politiezone;http://data.lblod.info/id/bestuurseenheden/ee07affaf869f10517967da1ba7e79151646a1f3621b3cbca591cec2b8c549b7
OVO002794;;Lokale overheid;Politiezone van Brugge;Politiezone;http://data.lblod.info/id/bestuurseenheden/eed6ef4fd7723fca33613bb9c9570825be3f8e50c32ce9456ded3d54bc624370
OVO002795;;Lokale overheid;POLITIEZONE : BERLARE - ZELE;Politiezone;http://data.lblod.info/id/bestuurseenheden/414f3538e482d3c1c21382ca22de18998ca1d3f5b517ced85946ecf90143149c
OVO002796;;Lokale overheid;POLITIEZONE : DAMME - KNOKKE-HEIST;Politiezone;http://data.lblod.info/id/bestuurseenheden/165a9a64a6b84a278806b11c3f760f48198990168f591cf7a7462beb0f2cb16b
OVO002797;;Lokale overheid;POLITIEZONE : BLANKENBERGE - ZUIENKERKE;Politiezone;http://data.lblod.info/id/bestuurseenheden/05354d6fcc016d06f988a0e044fb160be7573550c11fe414b3c011961150a686
OVO002798;;Lokale overheid;Politiezone van Oostende;Politiezone;http://data.lblod.info/id/bestuurseenheden/b7e07299d7acf9e78f802915227b243c31fc56eadfb575039b81fb871eec9755
OVO002799;;Lokale overheid;Politiezone van Middelkerke;Politiezone;http://data.lblod.info/id/bestuurseenheden/04e7a09c988feed3cf8df1c51aafe0f0a50811e325f5f5ab8e1b9750f48630fd
OVO002800;;Lokale overheid;POLITIEZONE : BREDENE - DE HAAN;Politiezone;http://data.lblod.info/id/bestuurseenheden/c7d15b793e42f0024e56ae7a89d02f8d6f491ec42cd2ece4c856ee24b154559d
OVO002801;;Lokale overheid;POLITIEZONE : GISTEL - ICHTEGEM - JABBEKE - OUDENBURG - TORHOUT;Politiezone;http://data.lblod.info/id/bestuurseenheden/a32dc005ecbc001abd3338cdacb111895d3053b313654136ef1903035c10a53c
OVO002802;;Lokale overheid;POLITIEZONE : KORTRIJK - KUURNE - LENDELEDE;Politiezone;http://data.lblod.info/id/bestuurseenheden/477e468496131b7d35f145b0361bca5c2cad577fd9ec27d385d703942dc944d0
OVO002803;;Lokale overheid;POLITIEZONE : DEERLIJK - HARELBEKE;Politiezone;http://data.lblod.info/id/bestuurseenheden/479036ca47b011e16fefafbe4d3512a44c564804dc26d331ce4dcbe0fa3366d2
OVO002804;;Lokale overheid;POLITIEZONE : DIKSMUIDE - HOUTHULST - KOEKELARE - KORTEMARK;Politiezone;http://data.lblod.info/id/bestuurseenheden/95871bddebd4ad93db54cb1b40d41af29f7ce08f0b59698b0540be129a9a3433
OVO002805;;Lokale overheid;Politiezone van Zwijndrecht;Politiezone;http://data.lblod.info/id/bestuurseenheden/330516b323c00851cf4b93e6d5d7a2ef4591f68ae6e71ad9c1f432ee70521bb2
OVO002806;;Lokale overheid;POLITIEZONE : DE PANNE - KOKSIJDE - NIEUWPOORT;Politiezone;http://data.lblod.info/id/bestuurseenheden/68ad1301fbb5f209b4ef0fe2b11e77c7bea6011f5e28f8f6875597a7b08f0f1e
OVO002807;;Lokale overheid;POLITIEZONE : KRUIBEKE - TEMSE;Politiezone;http://data.lblod.info/id/bestuurseenheden/7dd1250996188607bb1e28df1ebea0b943e8db59c08ea01e3c57672531c43ec6
OVO002808;;Lokale overheid;POLITIEZONE : DENTERGEM - INGELMUNSTER - MEULEBEKE - OOSTROZEBEKE - WIELSBEKE;Politiezone;http://data.lblod.info/id/bestuurseenheden/fa52110c7c3e70feab724980e2d991a97712a1deeeb25b168ef6de7b16de41ae
OVO002809;;Lokale overheid;Politiezone Beveren - Sint-Gillis-Waas - Stekene;Politiezone;http://data.lblod.info/id/bestuurseenheden/541c1603eb8c01968f95d1f262854134499e00d135cd7c9147d307ccbd1e20fd
OVO002810;;Lokale overheid;POLITIEZONE : HOOGLEDE - IZEGEM - ROESELARE;Politiezone;http://data.lblod.info/id/bestuurseenheden/5ba4a42bd459dda75ce452a253ddc09547174265456ad1e3f9389a3ff139a1f9
OVO002811;;Lokale overheid;POLITIEZONE : HEUVELLAND - IEPER - LANGEMARK - POELKAPELLE - MESEN - MOORSLEDE - POPERINGE - STADEN - VLETEREN - WERVIK - ZONNEBEKE;Politiezone;http://data.lblod.info/id/bestuurseenheden/195d911f1417b20a4b715b1a54e8ae6e92b9a23cde908f2fb03a0081910d8fce
OVO002812;;Lokale overheid;POLITIEZONE : LEDEGEM - MENEN - WEVELGEM;Politiezone;http://data.lblod.info/id/bestuurseenheden/e39d8bf95a03ade08ef25a79ebc050abfc81a69731f1de66fe6d031d27135aac
OVO002813;;Lokale overheid;Politiezone van Gent;Politiezone;http://data.lblod.info/id/bestuurseenheden/5187962dfd40789953d4fbde3634751ee90b48b17147c585ccf4f2ac1ee72fd3
OVO002814;;Lokale overheid;POLITIEZONE : LOCHRISTIE - MOERBEKE - WACHTEBEKE - ZELZATE;Politiezone;http://data.lblod.info/id/bestuurseenheden/9cb5a65d9190da4bb96d0f59882cbcfb34248d354e6bd27101fccba186f4c7b7
OVO002815;;Lokale overheid;Politiezone van Sint-Niklaas;Politiezone;http://data.lblod.info/id/bestuurseenheden/5d55c0281e70d053158a06a7898bb3e1a89ed48cf111c4b6fc2a9502ebafcade
OVO002816;;Lokale overheid;POLITIEZONE : ANDERLECHT - SINT-GILLIS - VORST;Politiezone;http://data.lblod.info/id/bestuurseenheden/1cb0ef001f41caf3004db8684cf314581c865f372ce80217c99ff40c33e74416
OVO002817;;Lokale overheid;POLITIEZONE : ANZEGEM - AVELGEM - SPIERE-HELKIJN - WAREGEM - ZWEVEGEM;Politiezone;http://data.lblod.info/id/bestuurseenheden/7b6bbae823b20191525038cd52089d22128163fb3c7f851ce56149938628d941
OVO002818;;Lokale overheid;POLITIEZONE : ARDOOIE - LICHTERVELDE - PITTEM - RUISELEDE - TIELT - WINGENE;Politiezone;http://data.lblod.info/id/bestuurseenheden/39e3e46f7cf031133152e763eaa26cab3df81f842f9912a25c69c445f0c428b8
OVO002819;;Lokale overheid;POLITIEZONE : ARENDONK - RAVELS - RETIE;Politiezone;http://data.lblod.info/id/bestuurseenheden/306340a51c1504e59f1c3b85c1ba1b62de8c70cb94d3998f27819761bcee5a98
OVO002820;;Lokale overheid;POLITIEZONE : ASSE - MERCHTEM - OPWIJK - WEMMEL;Politiezone;http://data.lblod.info/id/bestuurseenheden/90688b32e0808b6ebbb7b36030526750236527e8019414449065f57ea384ce71
OVO002821;;Lokale overheid;POLITIEZONE : ASSENEDE - EVERGEM;Politiezone;http://data.lblod.info/id/bestuurseenheden/96d87c4956c98414938dd5fceeb05f65feebf21fbe5918e6d23bc2b58a7fc716
OVO002822;;Lokale overheid;POLITIEZONE : BAARLE-HERTOG - BEERSE - KASTERLEE - LILLE - OUD-TURNHOUT - TURNHOUT - VOSSELAAR;Politiezone;http://data.lblod.info/id/bestuurseenheden/a31131dd72b614c89184b331821c10a0f8feb109881a1b164749e9c8941c5e6b
OVO002823;;Lokale overheid;POLITIEZONE : BALEN - DESSEL - MOL;Politiezone;http://data.lblod.info/id/bestuurseenheden/d847f2f345c5e58882e0e468c31de8868e71a73f4cbfa63823de17da3c7f1942
OVO002824;;Lokale overheid;POLITIEZONE : BEERNEM - OOSTKAMP - ZEDELGEM;Politiezone;http://data.lblod.info/id/bestuurseenheden/2ca642d589b8012fe65bf54df3a87f740acac78624a902ad378dc4ee6c50a848
OVO002825;;Lokale overheid;POLITIEZONE : BEGIJNENDIJK - ROTSELAAR - TREMELO;Politiezone;http://data.lblod.info/id/bestuurseenheden/81083789b63917e32ab90ef1a45adf893f370ee38da2e0542e5c035db4f60794
OVO002826;;Lokale overheid;Politiezone van Aalst;Politiezone;http://data.lblod.info/id/bestuurseenheden/e5f3c3f23f6791de122a5e6f1af83543651d272eba40e138c2fdf91ec05f8a40
OVO002827;;Lokale overheid;Politiezone van Ninove;Politiezone;http://data.lblod.info/id/bestuurseenheden/7b1c9132de06d5b3626e7118dc16c7f129d7c911b3298a0f4609725372e64588
OVO002828;;Lokale overheid;POLITIEZONE : ERPE-MERE - LEDE;Politiezone;http://data.lblod.info/id/bestuurseenheden/622fa725ba8455b01817c8e48974edeab56607018fce5c1cb3694306d3e7005c
OVO002829;;Lokale overheid;POLITIEZONE : DENDERLEEUW - HAALTERT;Politiezone;http://data.lblod.info/id/bestuurseenheden/c5726151c11e3ec6dd94a158ead5e9bd9e4a7307ab76e4f64da20fc526d481aa
OVO002830;;Lokale overheid;POLITIEZONE : GERAARDSBERGEN - LIERDE;Politiezone;http://data.lblod.info/id/bestuurseenheden/25572d6c63bc386d742bbb6ac0d8ddc739dc0599e156c6eac68aca492390840e
OVO002831;;Lokale overheid;Politiezone van Ronse;Politiezone;http://data.lblod.info/id/bestuurseenheden/f398f3ebafe08244f84eac783b61eac71c60bd39b8ca9ee8d9c2a4dc8638a772
OVO002832;;Lokale overheid;POLITIEZONE : HERZELE - SINT-LIEVENS-HOUTEM - ZOTTEGEM;Politiezone;http://data.lblod.info/id/bestuurseenheden/08b125860dd7716256dd35ba2e38a009206555f29adc44642c655450a471ebef
OVO002833;;Lokale overheid;POLITIEZONE : BRAKEL - HOREBEKE - MAARKEDAL - ZWALM;Politiezone;http://data.lblod.info/id/bestuurseenheden/b7af3483cb5d0021c6f5864a433b211fce30246ef685621d104b1951915c21c4
OVO002834;;Lokale overheid;POLITIEZONE : KLUISBERGEN - KRUISHOUTEM - OUDENAARDE - WORTEGEM-PETEGEM - ZINGEM;Politiezone;http://data.lblod.info/id/bestuurseenheden/4deae42b2b25bff407f5abc7cbb6d62eb02afaf2892086341c324fdf2c0e6e92
OVO002835;;Lokale overheid;POLITIEZONE : DEINZE - ZULTE;Politiezone;http://data.lblod.info/id/bestuurseenheden/19c1183ad20b9b4023da2eb7d1ab3eb5dda64558e050c8198abf9714463362ff
OVO002836;;Lokale overheid;POLITIEZONE REGIO RHODE & SCHELDE;Politiezone;http://data.lblod.info/id/bestuurseenheden/93389f5157ceb037c5e38d7b8119cef632528b870e91e209c033bc2eac220cc1
OVO002837;;Lokale overheid;POLITIEZONE : DE PINTE - GAVERE - NAZARETH - SINT-MARTENS-LATEM;Politiezone;http://data.lblod.info/id/bestuurseenheden/c16d166294750ae2c48acae9855a49cd3280a3597c0d8f3257021c68fdede345
OVO002838;;Lokale overheid;POLITIEZONE : LOVENDEGEM - NEVELE - WAARSCHOOT - ZOMERGEM;Politiezone;http://data.lblod.info/id/bestuurseenheden/2ba0f1e28168459a963a81784a8404e94268f70b49f99342d50ff421ab8a06c6
OVO002839;;Lokale overheid;Politiezone van Grimbergen;Politiezone;http://data.lblod.info/id/bestuurseenheden/5018524f9ceca4f9e21764f9e8e4e63d1ad6890c338c090d0dd074faccf1bfb2
OVO002840;;Lokale overheid;POLITIEZONE : EEKLO - KAPRIJKE - SINT-LAUREINS;Politiezone;http://data.lblod.info/id/bestuurseenheden/d8d1b52a9170168ad481f2495652e1b9753aea23385f79710abd86549f1373fa
OVO002841;;Lokale overheid;Politiezone van Dendermonde;Politiezone;http://data.lblod.info/id/bestuurseenheden/67b25dc29ad301f607aed564241d318de74be7dc1ec15202a67111d7a86becf9
OVO002842;;Lokale overheid;Politiezone van Maldegem;Politiezone;http://data.lblod.info/id/bestuurseenheden/3b7a6d691943806c23f59d22482dea27e451bd440f91f884aeb42e8c72016ee3
OVO002949;agentschap Digitaal Vlaanderen;Vlaamse overheid;agentschap Digitaal Vlaanderen;;https://data.vlaanderen.be/id/organisatie/OVO002949
OVO002964;;Lokale overheid;TOERISME PROVINCIE ANTWERPEN VZW;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/abd55b65c3192a96451b1ed25e1f2b694ea193ed28e0380ad4d7bdcf183226e5
OVO002966;;Lokale overheid;Intergemeentelijk Samenwerkingsverband van het Land van Waas;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/7d9030b3d27cad32b374729309feba35e1ccd711baf76b46e8d6b190802b196e
OVO002967;;Lokale overheid;Ruddersstove;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/6af38a22fcba9d1701a77d9c869e0f06e11a3291a71a4118a7cd93629ba92c27
OVO003062;;Lokale overheid;Autonoom Provinciebedrijf Arenbergschouwburg Provincie Antwerpen;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/6f55c7250419fd7b00aefa818665acb069243d95219be598a962ae19e463fe56
OVO003069;;Lokale overheid;Plantijn Hogeschool - Autonoom provinciebedrijf;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/b191613c33445abaaaebf0d82c2543a8b778f891554acf9c3b36166af8328e9f
OVO003105;;Lokale overheid;Antwerpen;District;http://data.lblod.info/id/bestuurseenheden/5be3ff820769b385a32e499d17bbf1f15feeacb65381d5384841732dd4a1209b
OVO003106;;Lokale overheid;Berchem;District;http://data.lblod.info/id/bestuurseenheden/fb56bc40ce36390d2f12fc2057c89d4b6bc5b3217eabd41995b6401318ff648a
OVO003107;;Lokale overheid;Berendrecht-Zandvliet-Lillo;District;http://data.lblod.info/id/bestuurseenheden/859f08dcfbc8f68bac0879e7baf6463b260b6f4c16b734d0d1986f5f3af0407b
OVO003108;;Lokale overheid;Borgerhout;District;http://data.lblod.info/id/bestuurseenheden/e7a75861661ee14ebe2bca0c79bda8b23f2f943d00a9693d2bff401a8f8dea65
OVO003109;;Lokale overheid;Deurne;District;http://data.lblod.info/id/bestuurseenheden/43e3009526dac139a0abdcf75c1ddc5fa3fe9217391d6f64f7b7a30a99a4cda6
OVO003110;;Lokale overheid;Ekeren;District;http://data.lblod.info/id/bestuurseenheden/33a1886b07b64ebe3a0e6c5ed8086f030ef1109492cb254832a716dd7e1b8d7b
OVO003111;;Lokale overheid;Hoboken;District;http://data.lblod.info/id/bestuurseenheden/a2ee394059cce91526392e73e4de974d90caffb92f70cde23b9e9e1a965526fa
OVO003112;;Lokale overheid;Merksem;District;http://data.lblod.info/id/bestuurseenheden/f1ad80291fbdc1f0b9b25d729ecc608a8e28fdddab01a1b8e135c841c75586e2
OVO003113;;Lokale overheid;Wilrijk;District;http://data.lblod.info/id/bestuurseenheden/73e8904d83f7324e39abc0adf639b0e48bc52533c4c243b6419cac8fb70784cf
OVO003117;Netbrede ondersteuning en ontwikkeling;Vlaamse overheid;Netbrede ondersteuning en ontwikkeling;;https://data.vlaanderen.be/id/organisatie/OVO003117
OVO003118;Organisatieondersteuning;Vlaamse overheid;Organisatieondersteuning;;https://data.vlaanderen.be/id/organisatie/OVO003118
OVO003119;Pedagogische Begeleidingsdienst;Vlaamse overheid;Pedagogische Begeleidingsdienst;;https://data.vlaanderen.be/id/organisatie/OVO003119
OVO003125;;Lokale overheid;INTERGEMEENTELIJKE VERENIGING VOOR DUURZAAM AFVALBEHEER REGIO MECHELEN (IVAREM) (OPDRACHTHOUDENDE VERENIGING);Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/4725d1507f200d6efabb38b642019ee7b506a22e84112c5b86cb7618369d998b
OVO003126;;Lokale overheid;HULPVERLENINGSZONE OOST;Hulpverleningszone;http://data.lblod.info/id/bestuurseenheden/db299add14cc24e7a99ce4eb51015f32925690fb9816962e500f3341842ef6fa
OVO003129;;Lokale overheid;Autonoom Gemeentebedrijf Stedelijk Onderwijs Antwerpen;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/b080d8ab61bf66f592ef70297c37ae81d64fa75c7acfa63d71bee42085ce0bce
OVO003131;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF ROTSELAAR;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/0dc1e53297c8c1621b570b7c1eb59c12deb7597f09a71aee7b3addcbc847d082
OVO003133;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJF GEMEENTE OVERPELT;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/f06cc0f693ac44d63dffbb8573da4b1ae2777decbaa9f3252aa50987ae6ed28b
OVO003135;;Lokale overheid;Fluvius;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/c5774766b2549ebd3590b1c9ae955636a8f1b90f01b06c1713aeb0a9ccd0845b
OVO003136;;Lokale overheid;Intercommunale Waterleidingsmaatschappij van Veurne Ambacht;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/db020abeb967dbe24b54dcf218bf57ffdbd769bd9e538f0edfbb24138df7e5ae
OVO003137;;Lokale overheid;DIGIPOLIS;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/98293eeb0de606afc2117d476e7106d1ea1372e475ec68aaba875f7dccf771fa
OVO003139;Autonome Raad van het Gemeenschapsonderwijs - Administratieve Diensten;Vlaamse overheid;Autonome Raad van het Gemeenschapsonderwijs - Administratieve Diensten;;https://data.vlaanderen.be/id/organisatie/OVO003139
OVO003242;;Lokale overheid;Zorgbedrijf Meetjesland;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/f7ec3b8b3f74b7656c1769b7b1ec7641e12fe8fcf64564ce0a204e30df498907
OVO003279;;Lokale overheid;Intergemeentelijke cultuurpartners GINTER;Projectvereniging;http://data.lblod.info/id/bestuurseenheden/7ee8a7de1eefcef48b5ef658f37fadbd7eedd5b1b4b21092a217f222ee230970
OVO003281;;Lokale overheid;Achthoek;Projectvereniging;http://data.lblod.info/id/bestuurseenheden/c9fd02221ff5b1f0e671b6a155bef39f9aa6232e351eb4f0f00239f677d51643
OVO003282;;Lokale overheid;AG Stadsontwikkeling Hasselt;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/83e0d28b4ab2abdaf555b012e0d2ad3701f9fa71a196ece3697109ce0be5507b
OVO003284;;Lokale overheid;AGB Cultuur Geel;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/ecab54c1ed00982e4994d513a7c9b95e2f927b4a756474df1ff0d7f38dd523cd
OVO003285;;Lokale overheid;AGB DE KOUTER;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/5093277a6afdd795f41e892b96cf6b4103f6815adab1d04746744388a9132d19
OVO003286;;Lokale overheid;AGB Genk;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/5e8942a65166232635481ceb22de0b162788200300dfdbff826693d7d183dd0e
OVO003287;;Lokale overheid;Autonoom Gemeentebedrijf Gooik;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/a31e8740057822d2fc8411fe2bcdd2b564de41ec7de1a27960550d7c3ba843ef
OVO003288;;Lokale overheid;AGB Kontich;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/cec59e5e872a9084e93becf3026bfcc2f25926ea76372711b7a745875f3b7949
OVO003289;;Lokale overheid;AGB Lanaken;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/7e7f8451ed197bd8ac54233cea574387d9ddf7a13b2ddaa64fec753e105d8720
OVO003290;;Lokale overheid;AGB MASTERPLAN;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/4640dcea6114e9c8069e3f7a0f6877c227a2eac6f2d4f18708e92b591e76aea6
OVO003291;;Lokale overheid;AGB Parimonium Scherpenheuvel-Zichem;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/d1a274073309ad03daf4f45139e48d74f26a20f5935376004033cd1d0d40ee76
OVO003292;;Lokale overheid;AGB Patrimonium Bierbeek;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/54a772478ddafe4c79af67a9f75583f71e7f561d87b08b16e264194b2b0d3128
OVO003293;;Lokale overheid;AGB Pepingen;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/5b6b1771d90a683e65f3473ea76c0d37d80d08a8647fd96783eda9af179a8115
OVO003294;;Lokale overheid;Autonoom Gemeentebedrijf Rumst;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/3a96e42277fafcfce845e27fc0bbbd083a6cac194a75867249ddb61e10c246bf
OVO003295;;Lokale overheid;AGB Sport en recreatie Herentals;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/9b39426aff444e213ddd91949dc97f3693ebe863f39cb60a57c1b8948d04ee62
OVO003296;;Lokale overheid;AGB Veurne;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/add2b19bd9f51b81800cc1e2f4fb91c33bbb9afd05a7275ae964c1ac391fe770
OVO003297;;Provinciale overheid;Agentschap voor grond- en woonbeleid voor Vlaams-Brabant;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/edc85ae64bd6a8ed73aa98750904f14dcb7e9445d4003f9e970db7a65a2076f4
OVO003298;;Provinciale overheid;APB Museum voor Edelsmeedkunst Juwelen en Diamant;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/0855d794d31887234a3edfede8cc68dbe7a177c9beba03c884d443177e9d5287
OVO003299;;Provinciale overheid;APB Provinciaal Documentatiecentrum Atlas;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/6b7176c419ba01cb0e13fb6f03bc2b2b4807787781ec6ef4b53042cdca9c510d
OVO003300;;Provinciale overheid;APB Provinciaal Instituut voor Hygiëne;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/93da82a640436139987d3bbf2cccf7468ce357e6bd93f223e4045583a669052a
OVO003301;;Provinciale overheid;APB Provinciaal Onderwijs Antwerpen;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/ebc8589470b92ac994448573f072f7a0408e4ab893364ed118fd65537c3b9ed0
OVO003302;;Lokale overheid;INTERCOMMUNALE LEIEDAL;Dienstverlenende vereniging;http://data.lblod.info/id/bestuurseenheden/87169437917a785a42f51e726c35fe5c015f0eabb707cef0fb8a8cd7f32664a0
OVO003304;;Provinciale overheid;APB Provinciaal Recreatiedomein De Schorre;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/1aabd6b049a964c3d11df43e787bf9b278500df3c3e55302997748359b9b7081
OVO003305;;Provinciale overheid;AUTONOOM PROVINCIEBEDRIJF VLAAMS-BRABANTS EXTRANET VOOR REGIO EN ADMINISTRATIE;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/3ebc33e54a7b6908651014c5a90594c311d76ca29b00c03bc6a4cbf07a5f5796
OVO003306;;Lokale overheid;Autonoom Gemeentebedrijf De Kouter;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/2abdf5ddd8c7b1ff7ee7749ae8d7250e0150748cb12dbc01de96be4e4a1a6933
OVO003307;;Lokale overheid;Havenbedrijf Antwerpen;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/604d50138929f0e450f629b1caad73733d2a5dc31018edb53e50a5940f4dafe7
OVO003308;;Lokale overheid;HAVENBEDRIJF GENT;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/5333608ad75acb74b82f5391e180007eb12455b7c55c579f63e4ef44735f0a32
OVO003309;;Provinciale overheid;APB Provinciaal Recreatiedomein Zilvermeer;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/469298eac85cce8381c45c07c150cfaf104e55e465a2100155f802d105ee284b
OVO003310;;Provinciale overheid;APB Provinciaal Secretariaat Europese Structuurfondsen;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/03c466beb217e884d90f62a2d78674cf6403c2671f9b4517e1aa8b93ed8aa41b
OVO003311;;Provinciale overheid;APB Provinciaal Vormingscentrum Malle;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/24904455b8208a966475e0f6eeb1af64e688779f30edf2e56f582fdc5907f082
OVO003312;;Lokale overheid;Erfpunt;Projectvereniging;http://data.lblod.info/id/bestuurseenheden/ddba3bc13626ffd574c70b96f9aabc8376518b542d2b5bb6a69ba0f9ea3a8232
OVO003313;;Lokale overheid;Audio;OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/0d30036b943b9b9c3ef70c7c0e59a2325fbe2c455021ddb07bee427f73efcef8
OVO003314;;Lokale overheid;AUTONOME GEMEENTEBEDRIJF ENERGIEBESPARING OOSTENDE;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/826f1b30776e0f506c1193f503c5f393d4a817af38e34aaa0a00abd33b7e5565
OVO003314;;Lokale overheid;Autonoom Gemeentebedrijf Energiebesparing Oostende;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/a1880f14882fdb448917c0ac73ecef007f774c9cc0045ea54e116c2ca4f00658
OVO003315;;Lokale overheid;"AUTONOME VERENIGING ""HET DAK""";OCMW vereniging;http://data.lblod.info/id/bestuurseenheden/7a26207c8531ac7c1dba8efd78870dd90d2ad64cb0cf3e666529e60e10e73a2d
OVO003316;;Lokale overheid;AUTONOOM DIENSTENBEDRIJF NINOVE;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/3b796489bd5db442a64f7896c53af2ed97a97f9f6ebfebe3b458fcaea2fb8a4a
OVO003317;;Lokale overheid;AUTONOOM GEMEENTEBEDRIJ KEERBERGEN;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/4011a19f5548a3fb8530c29caa3863a690b5c12bf18729584c9c5bc56330df88
OVO003318;;Lokale overheid;Autonoom Gemeentebedrijf Evergem;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/0cbfce1ee17fb64428e643c966464a4c3411180b30c10cb22ff51184a08b5b37
OVO003319;;Lokale overheid;Autonoom Gemeentebedrijf;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/8ff4bc3e6e0af73e99f068bc0ed55b5e76791a6070d0722c7b0cc11af32120e9
OVO003320;;Lokale overheid;Autonoom Gemeentebedrijf Vosselaar;Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/1fded46e07b78fa4fb6d136f8dfcbdee86cd0d498aad54b1931e52fcaebf14b2
OVO003321;;Lokale overheid;"Autonoom Gemeentebedrijf ""Stadsontwikkeling Knokke-Heist""";Autonoom gemeentebedrijf;http://data.lblod.info/id/bestuurseenheden/7cce8da1cb80bed8ceccf5c076701e676543b7f01af9a57da9bd6d5324ad411c
OVO003323;Departement Omgeving;Vlaamse overheid;Departement Omgeving;;https://data.vlaanderen.be/id/organisatie/OVO003323
OVO003324;;Provinciale overheid;Autonoom provinciebedrijf Vonk;Autonoom provinciebedrijf;http://data.lblod.info/id/bestuurseenheden/462c152b4e3f8c6b831e4d6ffb727c112797e3e927ca6ef361296f117d2eede9
OVO003326;;Lokale overheid;HELICS;Opdrachthoudende vereniging;http://data.lblod.info/id/bestuurseenheden/1a852ee5e11b5b7c989135cf0a43109cd903ce05b113041337c82d7cb3b68300
